False , |Real Sucess|
13 , |Parent of Generation|
18.708378653346447 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.3159871405684857 , 0.00907067340430319 , 0.40858895293409814 , 0.19826596053386067
-0.3003551075820574 , -0.7458778076086112 , 0.34416607029932944 , 0.19826596053386067
-0.505084585913983 , 0.8602777585640562 , 0.8463700943492507 , 0.19826596053386067
-0.6292592080838108 , -0.07235690907406551 , 2.025979644413946 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
14 , |Parent of Generation|
22.076205243923365 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.3889879394339241 , 0.06276540478868703 , 0.5039545055377692 , 0.19826596053386067
-0.2735786560980897 , -0.7903405763249829 , 0.4406238974132828 , 0.19826596053386067
-0.6483056479907434 , 0.9722042782659501 , 0.7657947339077538 , 0.19826596053386067
-0.6292592080838108 , -0.07235690907406551 , 2.025979644413946 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
15 , |Parent of Generation|
25.78350851947359 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.3889879394339241 , 0.06276540478868703 , 0.5039545055377692 , 0.19826596053386067
-0.2735786560980897 , -0.7903405763249829 , 0.4406238974132828 , 0.19826596053386067
-0.6483056479907434 , 0.9722042782659501 , 0.7657947339077538 , 0.19826596053386067
-0.6292592080838108 , -0.07235690907406551 , 2.025979644413946 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
16 , |Parent of Generation|
29.490811795023813 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.4024817296682184 , 0.14291401006730298 , 0.29082046998717676 , 0.19826596053386067
-0.2913294364329096 , -0.8244205056500299 , 0.34690797059852596 , 0.19826596053386067
-0.6483056479907434 , 0.9722042782659501 , 0.7657947339077538 , 0.19826596053386067
-0.6761405275705822 , 0.020899759972571097 , 1.9026161498155647 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
17 , |Parent of Generation|
33.33981579926214 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.4024817296682184 , 0.14291401006730298 , 0.29082046998717676 , 0.19826596053386067
-0.2913294364329096 , -0.8244205056500299 , 0.34690797059852596 , 0.19826596053386067
-0.6483056479907434 , 0.9722042782659501 , 0.7657947339077538 , 0.19826596053386067
-0.6761405275705822 , 0.020899759972571097 , 1.9026161498155647 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
18 , |Parent of Generation|
37.18881980350047 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.277442743631353 , 0.11145872126704016 , 0.35813630956870296 , 0.19826596053386067
-0.3556538129889514 , -0.8500174845252592 , 0.268205669546265 , 0.19826596053386067
-0.6483056479907434 , 0.9722042782659501 , 0.7657947339077538 , 0.19826596053386067
-0.8123455647821191 , -0.02473245886439631 , 1.9381069913859776 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
19 , |Parent of Generation|
41.094712136136145 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.277442743631353 , 0.11145872126704016 , 0.35813630956870296 , 0.19826596053386067
-0.3556538129889514 , -0.8500174845252592 , 0.268205669546265 , 0.19826596053386067
-0.8133717982730274 , 1.1976885169916467 , 0.8617947198400047 , 0.19826596053386067
-0.7631030742262614 , -0.1467913657491707 , 1.8862902441309763 , 0.021100286428819233
True , |Sim Sucess|
False , |Real Sucess|
20 , |Parent of Generation|
45.33721560157376 , |Acc Euclidean Generation|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.277442743631353 , 0.11145872126704016 , 0.35813630956870296 , 0.19826596053386067
-0.6535137159443862 , -0.5421814796218434 , 0.12195157890850354 , 0.19826596053386067
-0.8133717982730274 , 1.1976885169916467 , 0.8617947198400047 , 0.19826596053386067
-0.6524332065752996 , -0.12257159604985063 , 1.8217495148407572 , 0.021100286428819233
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , 0.19826596053386067
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , 0.19826596053386067
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , 0.19826596053386067
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , 0.021100286428819233
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , 0.19826596053386067
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , 0.19826596053386067
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , 0.19826596053386067
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , 0.021100286428819233
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , 0.19826596053386067
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , 0.19826596053386067
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , 0.19826596053386067
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , 0.021100286428819233
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , 0.19826596053386067
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , 0.19826596053386067
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , 0.19826596053386067
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , 0.021100286428819233
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
19 , Generation
326 , |Individual Number|
4 , |Number of points|
0.30305515350565704 , -0.08743238469497813 , 0.5012000447070034 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.33609184741702264 , -0.5500619995249456 , 0.36684421173625414 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.5679067088168678 , 0.7638266182936234 , 0.687443956464261 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
-0.594058430801822 , 0.025784024880908696 , 1.9316038051885716 , |[0.19826596053386067, 0.19826596053386067, 0.19826596053386067, 0.021100286428819233]|
